scrubbed_family,scrubbed_species_binomial,latitude,longitude,date_collected,datasource,custodial_institution_codes,collection_code
Phytolaccaceae,Phytolacca americana,38.624281,-94.010567,7/28/1967,MO,IBE,NA
Phytolaccaceae,Phytolacca americana,39.077466,-74.858609,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.690967,-87.419017,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.357722,-76.983549,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.304616,-78.656475,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.523461,-85.79116,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.922,-85.715,NA,GBIF,KU,KANU
Phytolaccaceae,Phytolacca americana,29.494211,-90.399013,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.884404,-95.286933,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.51225,-93.891926,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.660679,-83.663687,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.976726,-90.246834,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,41.890073,-80.755929,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.059176,-79.118108,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.62328454,-79.10891484,6/19/2006,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,39.667443,-86.843561,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.613161,-85.670694,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.16085,-86.523274,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.2846,-83.260274,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.960438,-85.9276,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.150317,-76.667599,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,32.47785,-92.155649,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.723106,-84.277115,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.2691472,-121.3506385,8/7/1997,GBIF,"California State University, Chico",Herbarium
Phytolaccaceae,Phytolacca americana,40.122725,-87.244396,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.2,-83.3,7/12/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,32.86119617,-79.76765975,6/27/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,30.866442,-88.642721,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.209871,-89.505388,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.719587,-87.730705,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.68611,-76.535,7/30/1930,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,40.386734,-95.847155,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.89944,-77.0575,8/11/1986,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,39.80818224,-91.62289157,10/8/1916,MO,MO,NA
Phytolaccaceae,Phytolacca americana,34.227506,-89.036823,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.774364,-73.972137,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.773619,-96.833952,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.407669,-91.076131,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.392005,-78.976731,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,44.733305,-85.552462,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.51999,-87.310217,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.643696,-88.702081,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.6835,-97.46202,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.668312,-86.593016,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.968403,-77.988153,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.589683,-91.716904,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.52444,-76.95361,7/5/1952,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,39.714874,-75.140073,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.76190248,-80.7048757,8/5/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,31.164367,-91.318635,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.186195,-99.281595,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.477432,-85.716444,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.144912,-90.102515,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.361564,-97.097694,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,43.283016,-77.053546,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,26.577579,-81.921462,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,41.374478,-70.703017,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.227817,-93.357749,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.352324,-90.38615,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.158264,-80.665192,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.262043,-84.284937,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.215092,-93.22653,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,32.08706,-92.119655,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,32.417474,-91.764232,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,28.513955,-81.322127,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.085107,-89.368348,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.609434,-91.498327,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,43.562908,-73.844432,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.3393,-72.664192,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.61826667,-78.34792778,9/18/2001,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,40.237659,-89.913534,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.852029,-90.041543,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,41.596538,-84.124544,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.969668,-93.187493,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.81694,-77.00667,7/24/1989,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,37.976644,-91.30262,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.217856,-94.411259,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.52416,-93.68805,8/27/1999,MO,MO,NA
Phytolaccaceae,Phytolacca americana,41.5446,-81.4729,NA,GBIF,KU,KANU
Phytolaccaceae,Phytolacca americana,40.47067,-92.517935,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.63531659,-85.09912734,9/7/1999,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,38.235272,-84.878616,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,29.21104531,-82.05489233,8/10/1985,MO,MO,NA
Phytolaccaceae,Phytolacca americana,35.68217,-82.048316,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.153912,-91.481513,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.26725244,-81.85445691,7/16/2001,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,35.93441837,-77.12854539,7/13/2004,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,35.32773053,-83.52374934,7/13/2000,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,36.43411349,-81.38115633,9/6/2000,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,38.3819445,-91.7427777,10/21/2010,MO,MO,NA
Phytolaccaceae,Phytolacca americana,35,-82.8,5/13/2002,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,31.5395,-110.7562,10/23/1932,ARIZ,NA,NA
Phytolaccaceae,Phytolacca americana,38.95229,-77.04653,6/27/1997,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,32.016313,-89.50124,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.954179,-81.54671,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.09823507,-75.43700007,10/2/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,35.41335156,-80.08925142,9/10/1994,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,41.888944,-74.25764,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,1899-05-18,GBIF,S,S-Vascular
Phytolaccaceae,Phytolacca americana,35.06492347,-80.05167689,5/24/2007,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,35.89394121,-79.02208879,6/6/2006,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,40.494724,-88.845335,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.894438,-92.187914,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.08833333,-75.45616667,7/17/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,35.62328454,-79.10891484,6/19/2006,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,36.07702379,-82.36884417,6/18/2000,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,37.055,-91.0458,10/11/1969,MO,SMS,NA
Phytolaccaceae,Phytolacca americana,42.36449,-90.210057,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.941761,-84.577005,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.88009987,-78.02378242,8/10/2007,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,38.527003,-84.829736,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,45.55967732,-123.0986122,6/7/1958,GBIF,OSC,OSC
Phytolaccaceae,Phytolacca americana,39.460899,-121.176201,NA,GBIF,UCJEPS,JEPS
Phytolaccaceae,Phytolacca americana,38.86528,-76.98667,10/11/1991,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,36.07702379,-82.36884417,6/18/2000,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,31.216954,-81.494234,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.02959,-85.3231,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.2,-87.3,10/5/1999,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,34.98097765,-83.08817082,7/31/1990,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,36.494291,-81.130166,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.6858333,-93.5694445,8/28/1988,MO,SMS,NA
Phytolaccaceae,Phytolacca americana,41.320857,-84.487509,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.80923884,-80.86172753,8/21/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,33.83334967,-80.85707058,8/13/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,31.47999,-81.372387,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.75881,-81.747016,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.283639,-92.874984,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.553327,-89.185312,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.237467,-95.734573,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.692899,-83.964594,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.96944,-77.17667,9/27/1960,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,31.726306,-93.095004,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,1899-05-18,GBIF,K,Herbarium
Phytolaccaceae,Phytolacca americana,38.098371,-87.271484,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.666363,-91.845608,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.530838,-83.385157,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.945101,-92.636725,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.932813,-83.867153,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.53920556,-78.35680556,9/20/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,40.09591881,-75.4580793,7/31/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,27.75283333,-80.44993333,7/23/1998,GBIF,FTG,Herbarium
Phytolaccaceae,Phytolacca americana,34.680279,-91.203053,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.75408889,-78.31443889,7/18/2001,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,33.78627703,-80.78549104,7/28/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,41.8981,-87.650174,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.83681,-76.564706,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.287807,-74.154352,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.63708542,-81.7285437,7/15/2001,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,33.82255124,-80.81727697,7/9/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,39.11556,-77.56389,8/26/1952,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,32.160916,-83.798374,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.970554,-85.695106,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.782,-86.137996,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.485491,-71.385297,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,43.240624,-75.438137,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.57332,-93.153957,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.136007,-93.203843,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.85703353,-76.89832798,7/16/2004,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,33.81774979,-80.8396145,7/16/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.08445747,-82.35436609,7/4/1999,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,33.77139637,-80.7173545,9/10/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,36.32257723,-77.4681748,7/14/2004,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,32.138244,-91.672716,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,8/3/1969,ARIZ,NA,NA
Phytolaccaceae,Phytolacca americana,35.370721,-78.864479,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,43.2927,-71.032844,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.512644,-89.513191,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.125,-90.675,7/27/1985,MO,MO,NA
Phytolaccaceae,Phytolacca americana,42.20076,-74.964774,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.43304,-92.497214,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.587962,-84.846014,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.65037054,-77.15802693,5/15/1999,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,39.350761,-99.325564,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.081349,-88.540845,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.81197456,-80.79682137,8/7/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,37.456649,-96.244716,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.040938,-86.892842,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.20978022,-78.10153502,7/29/2007,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,40.10800212,-75.44386741,8/28/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,35.57978371,-81.71825643,7/14/2001,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,33.7313,-93.664959,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.060753,-90.96156,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,29.84698,-93.20005,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.112881,-90.461233,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,27.66972,-81.50444,4/10/1965,GBIF,UConn,CONN
Phytolaccaceae,Phytolacca americana,35.69708403,-83.39847428,8/11/1998,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,38.207123,-94.840875,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,7/16/1973,TRT,Royal Ontario Museum,TRT
Phytolaccaceae,Phytolacca americana,31.5169,-110.7914,6/28/1966,ARIZ,NA,NA
Phytolaccaceae,Phytolacca americana,35.4,-82.2,7/8/1998,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,38.843296,-83.477769,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.688406,-91.402289,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.81423835,-76.6468409,8/12/2004,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,34.770067,-89.509467,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.358686,-89.485475,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,41.153598,-73.753992,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,UPS,BOT
Phytolaccaceae,Phytolacca americana,35.28710729,-77.84664747,8/4/1994,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,33.552433,-86.896716,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.119053,-90.562264,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.855619,-89.946349,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.530584,-95.314265,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.411349,-88.573214,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.604266,-94.402026,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.194333,-89.339803,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.92184,-81.176957,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.499,-110.8131,8/1/1945,GBIF,Herbarium,ARIZ
Phytolaccaceae,Phytolacca americana,32.755765,-87.625424,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.95229,-77.04653,6/30/1997,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,30.268561,-92.815539,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.262962,-92.679917,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.713392,-88.085192,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,29.734195,-82.802705,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.788999,-89.123191,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.377883,-94.770666,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,30.2062,-92.063915,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.727421,-77.770368,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.441682,-76.703036,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.8052687,-80.84031202,8/12/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,40.123823,-95.718299,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.93628,-77.934958,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,36.395774,-79.334978,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,NA,NA,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,45.005952,-85.176863,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.96944,-77.17667,6/27/1982,GBIF,US,Botany
Phytolaccaceae,Phytolacca americana,35.90596019,-77.02800524,5/16/1995,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,39.694616,-83.886488,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.519144,-78.365188,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.63531659,-85.09912734,9/7/1999,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,35.69708403,-83.39847428,8/11/1998,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,35.789933,-78.650425,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.55683,-95.301327,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,40.08833333,-75.45616667,7/17/2000,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,45.5231,-122.9886,9/12/1961,GBIF,OSC,OSC
Phytolaccaceae,Phytolacca americana,40.301931,-81.915091,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.8402115,-78.45782683,4/21/2002,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,31.38,-97.71,7/20/2006,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,40.480758,-94.419599,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.988079,-80.533324,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.383342,-89.684392,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.070949,-92.002765,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.95229,-77.04653,6/16/1997,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,43.46623,-76.203861,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,37.787522,-89.381489,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,32.785817,-91.453119,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.28794,-87.523765,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,39.622763,-84.922882,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,29.717919,-90.102407,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,34.648426,-92.674589,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,42.254909,-78.021991,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.32187146,-83.51834264,7/11/2000,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,35,-82.8,5/10/2002,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,38.973682,-84.729648,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.870394,-76.165131,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.78412529,-80.72699268,8/20/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,34.474769,-94.224002,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,41.990716,-70.737379,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,33.76190248,-80.7048757,8/5/1996,VegBank,NA,NA
Phytolaccaceae,Phytolacca americana,32.458332,-83.668346,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,43.80825,-70.331342,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,38.99126458,-92.31079117,7/15/1927,MO,UMO,NA
Phytolaccaceae,Phytolacca americana,34.277725,-88.359049,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,31.730468,-91.034917,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.9223,-81.847,7/21/2001,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,38.300731,-88.923508,NA,GBIF,USDA NRCS,USDA Plants
Phytolaccaceae,Phytolacca americana,35.02921373,-83.37333442,7/11/1996,CVS,NA,NA
Phytolaccaceae,Phytolacca americana,40.08816667,-75.45733333,7/10/2000,VegBank,NA,NA
